CASO,R,G,B,CLASE 
46362,210,170,135,3
46363,233,195,159,3
46364,237,199,162,3
46365,240,205,167,3
46366,231,196,158,3
46367,197,162,124,3
46368,172,137,99,3
46369,184,149,111,3
46370,202,167,129,3
46371,200,165,127,3
46372,193,158,120,3
46373,203,168,130,3
46374,192,157,119,3
46375,174,139,101,3
46376,168,133,95,3
46377,162,127,89,3
46378,167,132,94,3
46379,188,153,115,3
46380,206,171,131,3
46381,203,168,128,3
46382,204,169,129,3
46383,207,172,132,3
46384,207,172,132,3
46385,208,173,133,3
46386,217,182,142,3
46387,227,192,152,3
46388,209,174,134,3
46389,211,176,136,3
46390,201,166,126,3
46391,188,153,113,3
46392,188,153,113,3
46393,191,156,116,3
46394,192,157,117,3
46395,195,160,120,3
46396,200,165,125,3
46397,201,166,126,3
46398,210,175,135,3
46399,223,188,148,3
46400,226,191,153,3
46401,214,179,141,3
46402,198,162,126,3
46403,190,154,118,3
46404,180,144,110,3
46405,156,120,86,3
46406,154,118,86,3
46407,147,111,79,3
46408,129,92,63,3
46409,144,107,78,3
46410,159,122,93,3
46411,138,101,72,3
46412,103,68,40,3
46413,85,50,22,3
46414,87,52,24,3
46415,114,79,51,3
46416,167,132,102,3
46417,187,152,122,3
46418,191,156,126,3
46419,183,148,118,3
46420,184,149,117,3
46421,201,166,134,3
46422,215,181,146,3
46423,217,183,148,3
46424,216,182,147,3
46425,219,185,150,3
46426,222,188,153,3
46427,222,188,153,3
46428,232,197,167,3
46429,234,199,169,3
46430,216,181,151,3
46431,204,169,139,3
46432,209,174,144,3
46433,205,170,140,3
46434,200,165,135,3
46435,211,176,146,3
46436,210,175,145,3
46437,190,155,125,3
46438,168,133,103,3
46439,158,123,93,3
46440,156,121,91,3
46441,162,127,97,3
46442,178,143,113,3
46443,194,159,127,3
46444,187,152,120,3
46445,181,147,112,3
46446,176,142,107,3
46447,175,141,106,3
46448,176,142,107,3
46449,181,147,112,3
46450,194,160,125,3
46451,208,174,139,3
46452,202,168,133,3
46453,199,165,130,3
46454,192,158,123,3
46455,184,150,115,3
46456,1,1,1,3
46457,1,1,1,3
46458,1,1,1,3
46459,1,1,1,3
46460,1,1,1,3
46461,1,1,1,3
46462,1,1,1,3
46463,11,5,7,3
46464,30,19,15,3
46465,21,6,1,3
46466,127,101,88,3
46467,139,111,97,3
46468,157,128,110,3
46469,157,129,108,3
46470,137,106,86,3
46471,136,106,82,3
46472,135,106,76,3
46473,166,136,102,3
46474,158,125,92,3
46475,147,111,77,3
46476,138,98,63,3
46477,166,123,88,3
46478,164,118,84,3
46479,175,126,93,3
46480,159,111,75,3
46481,153,105,69,3
46482,138,90,54,3
46483,167,121,85,3
46484,175,132,97,3
46485,161,121,85,3
46486,162,124,88,3
46487,172,133,94,3
46488,170,127,82,3
46489,184,137,91,3
46490,183,139,92,3
46491,172,128,81,3
46492,164,121,76,3
46493,166,123,80,3
46494,163,121,79,3
46495,155,113,71,3
46496,144,102,62,3
46497,145,103,63,3
46498,163,121,81,3
46499,188,144,105,3
46500,192,148,109,3
46501,183,138,99,3
46502,192,147,106,3
46503,212,169,127,3
46504,198,159,116,3
46505,186,151,109,3
46506,176,139,97,3
46507,166,131,91,3
46508,171,133,94,3
46509,181,146,108,3
46510,197,162,124,3
46511,207,172,134,3
46512,197,162,124,3
46513,169,134,94,3
46514,166,131,91,3
46515,182,147,105,3
46516,184,150,105,3
46517,184,150,104,3
46518,197,165,118,3
46519,211,178,133,3
46520,210,177,136,3
46521,206,172,134,3
46522,204,170,132,3
46523,207,173,135,3
46524,202,168,131,3
46525,191,157,120,3
46526,190,154,118,3
46527,192,156,120,3
46528,202,166,130,3
46529,192,156,120,3
46530,189,150,117,3
46531,197,158,125,3
46532,203,164,131,3
46533,197,158,125,3
46534,184,145,112,3
46535,172,136,102,3
46536,190,156,119,3
46537,191,159,121,3
46538,190,158,120,3
46539,179,147,109,3
46540,170,136,99,3
46541,183,149,112,3
46542,198,162,126,3
46543,197,161,125,3
46544,193,157,121,3
46545,187,151,115,3
46546,194,156,120,3
46547,187,149,113,3
46548,197,157,122,3
46549,224,184,149,3
46550,228,188,153,3
46551,224,186,150,3
46552,221,183,146,3
46553,204,169,131,3
46554,185,150,112,3
46555,167,132,94,3
46556,163,128,90,3
46557,182,147,109,3
46558,198,163,125,3
46559,195,160,122,3
46560,178,143,105,3
46561,189,154,116,3
46562,191,156,118,3
46563,187,152,114,3
46564,188,153,115,3
46565,192,157,119,3
46566,206,171,133,3
46567,226,191,153,3
46568,204,169,129,3
46569,196,161,119,3
46570,199,164,122,3
46571,211,176,134,3
46572,213,178,136,3
46573,204,169,127,3
46574,209,174,132,3
46575,224,189,147,3
46576,211,176,134,3
46577,207,172,130,3
46578,203,168,126,3
46579,193,158,116,3
46580,185,150,108,3
46581,189,154,112,3
46582,193,158,116,3
46583,185,150,108,3
46584,193,158,118,3
46585,200,165,125,3
46586,208,173,133,3
46587,213,178,138,3
46588,210,175,137,3
46589,191,156,118,3
46590,155,119,83,3
46591,123,87,51,3
46592,133,97,63,3
46593,144,108,74,3
46594,143,107,75,3
46595,136,100,68,3
46596,148,111,82,3
46597,169,132,103,3
46598,167,130,103,3
46599,150,113,86,3
46600,139,104,76,3
46601,98,63,35,3
46602,74,39,11,3
46603,157,122,94,3
46604,195,160,132,3
46605,209,174,144,3
46606,214,179,149,3
46607,187,152,120,3
46608,195,160,128,3
46609,205,171,136,3
46610,210,176,141,3
46611,212,178,143,3
46612,217,183,148,3
46613,225,191,156,3
46614,233,199,164,3
46615,213,178,148,3
46616,219,184,154,3
46617,210,175,145,3
46618,204,169,139,3
46619,209,174,144,3
46620,195,160,130,3
46621,173,138,108,3
46622,170,135,105,3
46623,192,157,127,3
46624,163,128,98,3
46625,143,108,78,3
46626,152,117,87,3
46627,171,136,106,3
46628,186,151,121,3
46629,204,169,139,3
46630,222,187,155,3
46631,186,151,119,3
46632,182,148,113,3
46633,178,144,109,3
46634,176,142,107,3
46635,177,143,108,3
46636,185,151,116,3
46637,199,165,130,3
46638,212,178,143,3
46639,229,195,160,3
46640,217,183,148,3
46641,206,172,137,3
46642,203,169,134,3
46643,31,18,10,3
46644,32,15,5,3
46645,136,118,104,3
46646,163,141,127,3
46647,158,135,119,3
46648,158,132,115,3
46649,121,94,75,3
46650,115,84,64,3
46651,118,86,65,3
46652,140,105,83,3
46653,121,87,62,3
46654,141,105,79,3
46655,96,61,33,3
46656,132,99,64,3
46657,147,113,75,3
46658,154,119,81,3
46659,169,131,94,3
46660,152,110,72,3
46661,171,127,90,3
46662,181,135,99,3
46663,168,120,84,3
46664,168,120,84,3
46665,182,134,98,3
46666,162,116,80,3
46667,172,128,91,3
46668,195,152,117,3
46669,195,155,119,3
46670,199,159,123,3
46671,192,153,114,3
46672,193,148,106,3
46673,199,152,106,3
46674,184,140,95,3
46675,158,114,69,3
46676,148,105,60,3
46677,159,116,73,3
46678,165,122,80,3
46679,158,116,74,3
46680,176,132,93,3
46681,165,123,83,3
46682,170,126,87,3
46683,191,147,108,3
46684,205,161,124,3
46685,200,156,117,3
46686,193,149,110,3
46687,192,150,110,3
46688,210,173,131,3
46689,193,158,116,3
46690,175,140,100,3
46691,170,135,95,3
46692,181,146,106,3
46693,201,166,128,3
46694,219,184,146,3
46695,229,194,156,3
46696,203,168,130,3
46697,176,141,101,3
46698,171,136,96,3
46699,189,154,112,3
46700,199,164,122,3
46701,201,167,122,3
46702,205,172,127,3
46703,208,175,130,3
46704,194,161,120,3
46705,187,153,115,3
46706,184,150,112,3
46707,179,145,107,3
46708,193,159,122,3
46709,208,174,137,3
46710,191,155,119,3
46711,172,136,100,3
46712,191,155,119,3
46713,173,137,101,3
46714,172,133,100,3
46715,190,151,118,3
46716,200,161,128,3
46717,190,151,118,3
46718,179,140,107,3
46719,176,140,106,3
46720,169,135,98,3
46721,169,137,99,3
46722,181,149,111,3
46723,188,156,118,3
46724,182,148,111,3
46725,179,145,108,3
46726,187,153,116,3
46727,191,155,119,3
46728,221,185,149,3
46729,216,180,144,3
46730,233,195,159,3
46731,232,194,158,3
46732,232,194,158,3
46733,244,204,169,3
46734,219,179,144,3
46735,180,142,106,3
46736,168,133,95,3
46737,154,119,81,3
46738,152,117,79,3
46739,168,133,95,3
46740,187,152,114,3
46741,197,162,124,3
46742,185,150,112,3
46743,160,125,87,3
46744,148,113,75,3
46745,169,134,96,3
46746,193,158,120,3
46747,207,172,134,3
46748,211,176,138,3
46749,213,178,140,3
46750,220,185,147,3
46751,229,194,154,3
46752,220,185,143,3
46753,199,165,120,3
46754,195,161,116,3
46755,214,180,134,3
46756,222,188,142,3
46757,211,177,131,3
46758,208,174,128,3
46759,218,184,138,3
46760,202,168,122,3
46761,192,158,112,3
46762,203,169,124,3
46763,209,174,132,3
46764,186,151,109,3
46765,167,132,92,3
46766,167,132,92,3
46767,166,131,91,3
46768,178,143,103,3
46769,185,150,110,3
46770,188,153,113,3
46771,189,154,116,3
46772,196,161,123,3
46773,193,158,120,3
46774,162,126,90,3
46775,124,88,52,3
46776,102,66,32,3
46777,144,108,74,3
46778,148,112,80,3
46779,143,107,75,3
46780,164,127,98,3
46781,164,127,98,3
46782,157,120,93,3
46783,179,142,115,3
46784,179,144,116,3
46785,163,128,98,3
46786,133,98,70,3
46787,116,81,51,3
46788,162,127,99,3
46789,167,132,102,3
46790,185,150,120,3
46791,215,180,150,3
46792,208,173,141,3
46793,207,172,140,3
46794,209,175,140,3
46795,212,178,143,3
46796,213,179,144,3
46797,214,180,145,3
46798,222,188,153,3
46799,231,196,164,3
46800,213,178,148,3
46801,215,180,150,3
46802,197,162,132,3
46803,182,147,117,3
46804,185,150,120,3
46805,183,148,118,3
46806,186,151,121,3
46807,202,167,137,3
46808,190,155,125,3
46809,153,118,86,3
46810,134,99,69,3
46811,155,120,88,3
46812,183,148,118,3
46813,191,156,124,3
46814,191,156,124,3
46815,195,160,128,3
46816,180,146,111,3
46817,185,151,116,3
46818,192,158,123,3
46819,198,164,129,3
46820,199,165,130,3
46821,200,166,131,3
46822,206,172,137,3
46823,213,179,144,3
46824,188,154,119,3
46825,171,137,100,3
46826,158,124,89,3
46827,158,124,87,3
46828,2,2,2,3
46829,2,2,2,3
46830,7,5,6,3
46831,4,2,3,3
46832,4,2,3,3
46833,7,5,6,3
46834,4,2,3,3
46835,4,2,3,3
46836,10,10,8,3
46837,9,10,14,3
46838,9,9,17,3
46839,4,3,9,3
46840,6,5,10,3
46841,4,2,5,3
46842,6,2,3,3
46843,12,6,6,3
46844,17,8,3,3
46845,114,96,74,3
46846,76,58,36,3
46847,102,82,58,3
46848,110,90,65,3
46849,130,109,82,3
46850,142,118,90,3
46851,153,127,100,3
46852,158,132,105,3
46853,160,135,105,3
46854,158,131,102,3
46855,146,119,89,3
46856,136,107,77,3
46857,148,117,88,3
46858,132,99,68,3
46859,115,82,51,3
46860,123,88,58,3
46861,139,103,71,3
46862,135,99,67,3
46863,124,88,56,3
46864,125,89,55,3
46865,139,100,67,3
46866,146,108,72,3
46867,154,116,80,3
46868,160,120,84,3
46869,164,125,86,3
46870,170,128,90,3
46871,176,134,94,3
46872,182,140,100,3
46873,178,136,96,3
46874,186,144,104,3
46875,201,159,119,3
46876,199,157,117,3
46877,183,144,105,3
46878,189,150,111,3
46879,192,153,114,3
46880,174,135,96,3
46881,160,118,78,3
46882,180,138,98,3
46883,172,130,90,3
46884,150,108,68,3
46885,143,101,61,3
46886,145,103,65,3
46887,158,116,78,3
46888,180,141,102,3
46889,191,149,111,3
46890,205,166,127,3
46891,205,163,125,3
46892,203,161,123,3
46893,204,161,126,3
46894,183,141,103,3
46895,175,133,95,3
46896,197,158,119,3
46897,210,170,134,3
46898,189,151,114,3
46899,192,154,117,3
46900,189,151,114,3
46901,174,136,99,3
46902,197,159,123,3
46903,221,183,147,3
46904,206,168,132,3
46905,201,165,129,3
46906,202,167,129,3
46907,188,153,115,3
46908,189,154,116,3
46909,203,169,131,3
46910,191,157,119,3
46911,180,146,108,3
46912,199,165,127,3
46913,204,169,131,3
46914,206,170,134,3
46915,193,157,121,3
46916,181,145,109,3
46917,185,149,113,3
46918,188,152,116,3
46919,181,145,109,3
46920,177,141,105,3
46921,166,130,94,3
46922,177,141,105,3
46923,174,138,102,3
46924,163,127,91,3
46925,180,144,108,3
46926,186,150,114,3
46927,166,130,94,3
46928,172,138,101,3
46929,166,134,96,3
46930,173,143,105,3
46931,181,151,113,3
46932,188,158,120,3
46933,202,170,132,3
46934,214,182,144,3
46935,214,182,144,3
46936,207,173,136,3
46937,224,190,153,3
46938,249,215,178,3
46939,236,200,164,3
46940,241,205,169,3
46941,245,209,173,3
46942,219,181,145,3
46943,192,154,118,3
46944,160,122,86,3
46945,147,112,74,3
46946,158,123,85,3
46947,159,124,86,3
46948,172,137,99,3
46949,188,153,115,3
46950,168,133,95,3
46951,149,114,76,3
46952,165,130,92,3
46953,167,132,94,3
46954,181,146,108,3
46955,194,159,121,3
46956,205,170,132,3
46957,209,174,136,3
46958,201,166,128,3
46959,201,166,128,3
46960,215,180,140,3
46961,206,172,126,3
46962,204,170,122,3
46963,212,179,128,3
46964,213,180,127,3
46965,199,166,112,3
46966,194,161,107,3
46967,202,170,113,3
46968,207,174,120,3
46969,200,167,113,3
46970,209,176,123,3
46971,208,174,126,3
46972,207,173,128,3
46973,201,166,126,3
46974,176,141,103,3
46975,166,130,94,3
46976,185,149,113,3
46977,189,155,117,3
46978,194,160,122,3
46979,184,150,112,3
46980,175,141,104,3
46981,184,150,113,3
46982,189,155,118,3
46983,177,143,108,3
46984,164,130,95,3
46985,163,128,96,3
46986,144,109,77,3
46987,146,111,79,3
46988,159,124,92,3
46989,161,126,96,3
46990,168,133,103,3
46991,174,139,109,3
46992,167,132,102,3
46993,163,128,98,3
46994,185,150,118,3
46995,187,152,122,3
46996,172,137,105,3
46997,161,126,96,3
46998,156,121,89,3
46999,174,139,107,3
47000,209,174,142,3
47001,226,191,159,3
47002,220,185,153,3
47003,205,170,138,3
47004,217,182,150,3
47005,231,196,164,3
47006,198,163,131,3
47007,184,149,117,3
47008,223,188,156,3
47009,216,181,151,3
47010,215,180,150,3
47011,208,173,143,3
47012,185,150,120,3
47013,173,138,106,3
47014,201,166,134,3
47015,224,189,157,3
47016,213,178,146,3
47017,186,151,119,3
47018,146,112,77,3
47019,144,109,77,3
47020,181,147,112,3
47021,197,162,130,3
47022,192,158,123,3
47023,185,151,116,3
47024,176,142,107,3
47025,201,168,133,3
47026,191,158,123,3
47027,190,157,122,3
47028,193,160,125,3
47029,195,163,125,3
47030,206,174,136,3
47031,199,167,129,3
47032,170,138,100,3
47033,138,106,68,3
47034,131,99,60,3
47035,138,106,68,3
47036,156,124,85,3
47037,2,2,2,3
47038,1,1,1,3
47039,7,7,9,3
47040,6,6,6,3
47041,1,1,1,3
47042,11,11,3,3
47043,5,5,5,3
47044,3,4,9,3
47045,3,3,11,3
47046,10,10,18,3
47047,1,2,7,3
47048,7,6,11,3
47049,6,2,3,3
47050,16,5,1,3
47051,52,30,7,3
47052,141,117,91,3
47053,135,110,80,3
47054,158,131,101,3
47055,130,101,69,3
47056,128,99,67,3
47057,154,125,91,3
47058,165,135,99,3
47059,166,136,98,3
47060,164,134,96,3
47061,161,131,93,3
47062,162,130,92,3
47063,155,123,85,3
47064,140,108,70,3
47065,125,91,54,3
47066,134,100,63,3
47067,136,102,65,3
47068,132,96,60,3
47069,135,99,63,3
47070,153,115,79,3
47071,157,119,83,3
47072,148,110,74,3
47073,143,105,69,3
47074,152,111,79,3
47075,167,127,92,3
47076,174,134,99,3
47077,178,138,102,3
47078,193,154,115,3
47079,199,160,119,3
47080,190,151,110,3
47081,180,141,98,3
47082,178,139,96,3
47083,178,139,96,3
47084,193,154,111,3
47085,199,160,119,3
47086,184,145,104,3
47087,172,133,94,3
47088,160,121,82,3
47089,140,101,62,3
47090,140,100,64,3
47091,175,135,99,3
47092,181,141,105,3
47093,166,126,90,3
47094,172,132,96,3
47095,184,144,108,3
47096,190,150,114,3
47097,199,159,123,3
47098,209,169,133,3
47099,215,175,139,3
47100,211,171,135,3
47101,208,168,132,3
47102,206,166,130,3
47103,190,150,114,3
47104,182,142,106,3
47105,198,158,122,3
47106,218,178,143,3
47107,210,170,135,3
47108,201,163,127,3
47109,183,145,109,3
47110,186,148,112,3
47111,229,191,155,3
47112,222,184,148,3
47113,151,113,77,3
47114,170,134,98,3
47115,191,155,119,3
47116,193,157,121,3
47117,180,144,108,3
47118,173,139,102,3
47119,166,132,95,3
47120,170,136,99,3
47121,188,154,117,3
47122,196,160,124,3
47123,200,164,128,3
47124,194,158,122,3
47125,188,152,116,3
47126,191,155,119,3
47127,189,153,117,3
47128,183,147,111,3
47129,182,146,110,3
47130,168,132,96,3
47131,181,145,109,3
47132,184,148,112,3
47133,165,129,93,3
47134,170,134,98,3
47135,182,146,110,3
47136,178,142,106,3
47137,185,151,114,3
47138,182,150,112,3
47139,181,151,113,3
47140,187,157,119,3
47141,201,171,133,3
47142,224,192,154,3
47143,239,207,169,3
47144,239,207,169,3
47145,231,199,161,3
47146,223,189,152,3
47147,225,191,154,3
47148,221,185,149,3
47149,210,174,138,3
47150,211,175,139,3
47151,207,171,135,3
47152,188,150,114,3
47153,175,137,101,3
47154,176,141,103,3
47155,178,143,105,3
47156,160,125,87,3
47157,149,114,76,3
47158,158,123,85,3
47159,155,120,82,3
47160,160,125,87,3
47161,187,152,114,3
47162,201,166,128,3
47163,205,170,132,3
47164,201,166,128,3
47165,199,164,126,3
47166,210,175,137,3
47167,214,179,141,3
47168,206,171,133,3
47169,197,162,120,3
47170,209,175,129,3
47171,212,179,128,3
47172,215,182,129,3
47173,204,171,117,3
47174,189,157,100,3
47175,194,162,103,3
47176,209,177,118,3
47177,213,181,122,3
47178,210,178,121,3
47179,224,191,137,3
47180,214,181,130,3
47181,198,164,118,3
47182,207,172,132,3
47183,215,179,143,3
47184,210,174,140,3
47185,208,172,138,3
47186,203,169,132,3
47187,208,174,136,3
47188,197,163,126,3
47189,179,145,108,3
47190,171,137,100,3
47191,170,136,99,3
47192,175,141,106,3
47193,187,153,118,3
47194,183,148,116,3
47195,165,130,98,3
47196,154,119,87,3
47197,157,122,90,3
47198,162,127,97,3
47199,170,135,105,3
47200,173,138,108,3
47201,168,133,103,3
47202,136,101,69,3
47203,160,125,93,3
47204,183,148,116,3
47205,189,154,122,3
47206,177,142,110,3
47207,166,131,99,3
47208,183,148,116,3
47209,215,180,148,3
47210,234,199,167,3
47211,231,196,164,3
47212,222,187,155,3
47213,225,190,158,3
47214,226,191,159,3
47215,197,162,130,3
47216,186,151,119,3
47217,211,176,144,3
47218,213,178,148,3
47219,207,172,142,3
47220,204,169,139,3
47221,192,157,127,3
47222,183,148,116,3
47223,196,161,129,3
47224,202,167,135,3
47225,185,150,118,3
47226,164,130,95,3
47227,158,124,89,3
47228,173,139,104,3
47229,195,161,126,3
47230,193,159,124,3
47231,183,149,114,3
47232,190,156,119,3
47233,204,170,133,3
47234,191,158,123,3
47235,199,166,131,3
47236,208,175,140,3
47237,207,174,139,3
47238,200,168,130,3
47239,196,164,126,3
47240,185,153,115,3
47241,166,134,96,3
47242,148,116,77,3
47243,163,131,92,3
47244,175,143,104,3
47245,178,146,107,3
47246,1,1,1,3
47247,1,1,1,3
47248,1,1,1,3
47249,1,1,1,3
47250,1,1,3,3
47251,3,3,5,3
47252,10,11,13,3
47253,7,7,9,3
47254,2,3,5,3
47255,7,8,10,3
47256,6,7,11,3
47257,1,2,7,3
47258,4,4,12,3
47259,1,1,9,3
47260,18,19,23,3
47261,15,11,8,3
47262,27,23,14,3
47263,45,29,13,3
47264,107,90,74,3
47265,151,134,116,3
47266,170,149,130,3
47267,163,142,121,3
47268,148,126,102,3
47269,156,132,106,3
47270,166,141,111,3
47271,152,125,95,3
47272,166,137,105,3
47273,148,118,82,3
47274,181,149,111,3
47275,201,167,129,3
47276,191,157,119,3
47277,182,148,110,3
47278,172,140,102,3
47279,175,143,105,3
47280,176,144,106,3
47281,170,138,100,3
47282,162,128,91,3
47283,150,116,79,3
47284,135,101,64,3
47285,125,89,53,3
47286,136,100,64,3
47287,150,114,78,3
47288,148,112,76,3
47289,143,107,71,3
47290,159,121,85,3
47291,173,135,99,3
47292,168,130,94,3
47293,157,119,83,3
47294,171,131,96,3
47295,206,166,131,3
47296,218,178,143,3
47297,210,170,134,3
47298,211,172,133,3
47299,206,167,126,3
47300,190,151,108,3
47301,183,145,100,3
47302,183,145,100,3
47303,165,127,82,3
47304,169,131,86,3
47305,188,149,106,3
47306,188,149,106,3
47307,175,136,95,3
47308,164,125,84,3
47309,156,117,76,3
47310,161,122,83,3
47311,185,146,107,3
47312,176,137,98,3
47313,157,118,79,3
47314,177,138,99,3
47315,207,168,129,3
47316,213,174,135,3
47317,210,171,132,3
47318,204,165,126,3
47319,200,161,122,3
47320,198,159,120,3
47321,201,162,123,3
47322,202,163,124,3
47323,197,158,119,3
47324,195,156,117,3
47325,199,160,121,3
47326,215,177,140,3
47327,207,169,132,3
47328,211,173,136,3
47329,204,166,129,3
47330,188,150,113,3
47331,195,157,120,3
47332,187,152,114,3
47333,150,115,77,3
47334,155,120,82,3
47335,181,146,108,3
47336,192,158,120,3
47337,180,146,108,3
47338,172,138,100,3
47339,178,144,106,3
47340,184,150,112,3
47341,182,148,110,3
47342,185,151,114,3
47343,197,163,126,3
47344,199,165,128,3
47345,193,159,122,3
47346,182,148,111,3
47347,170,136,99,3
47348,172,138,101,3
47349,187,153,116,3
47350,190,156,119,3
47351,183,149,112,3
47352,183,149,112,3
47353,173,139,102,3
47354,181,147,110,3
47355,207,173,136,3
47356,208,174,137,3
47357,200,166,129,3
47358,189,157,119,3
47359,187,157,119,3
47360,201,169,131,3
47361,227,195,157,3
47362,250,218,180,3
47363,255,223,185,3
47364,244,210,173,3
47365,232,198,161,3
47366,222,188,151,3
47367,197,163,126,3
47368,199,163,127,3
47369,182,146,110,3
47370,186,150,114,3
47371,206,170,134,3
47372,189,151,115,3
47373,183,145,109,3
47374,183,148,110,3
47375,187,152,114,3
47376,168,133,95,3
47377,154,119,81,3
47378,168,133,95,3
47379,181,146,108,3
47380,189,154,116,3
47381,204,169,131,3
47382,206,171,133,3
47383,218,183,145,3
47384,215,180,142,3
47385,200,165,127,3
47386,201,166,128,3
47387,216,181,143,3
47388,217,182,144,3
47389,204,169,127,3
47390,200,168,121,3
47391,207,175,124,3
47392,210,179,125,3
47393,201,170,115,3
47394,195,164,107,3
47395,208,178,118,3
47396,215,185,125,3
47397,206,176,116,3
47398,192,161,104,3
47399,202,171,117,3
47400,197,165,116,3
47401,193,160,115,3
47402,215,182,141,3
47403,232,198,161,3
47404,222,188,153,3
47405,204,170,135,3
47406,190,156,119,3
47407,191,157,120,3
47408,184,150,113,3
47409,181,147,110,3
47410,185,151,114,3
47411,184,150,113,3
47412,183,149,114,3
47413,189,155,120,3
47414,164,129,97,3
47415,154,119,87,3
47416,137,102,70,3
47417,134,99,67,3
47418,152,117,87,3
47419,167,132,102,3
47420,171,136,106,3
47421,173,138,108,3
47422,151,116,84,3
47423,136,101,69,3
47424,146,111,79,3
47425,176,141,109,3
47426,191,156,124,3
47427,194,159,127,3
47428,205,170,138,3
47429,218,183,151,3
47430,228,193,161,3
47431,229,194,162,3
47432,228,193,161,3
47433,224,189,157,3
47434,212,177,145,3
47435,197,162,130,3
47436,193,158,126,3
47437,200,165,133,3
47438,212,177,147,3
47439,200,165,135,3
47440,197,162,130,3
47441,196,161,129,3
47442,190,155,123,3
47443,185,150,118,3
47444,172,137,105,3
47445,153,118,86,3
47446,146,112,77,3
47447,156,122,87,3
47448,170,136,101,3
47449,186,152,117,3
47450,193,159,122,3
47451,187,153,116,3
47452,187,153,116,3
47453,199,165,128,3
47454,202,169,134,3
47455,212,179,144,3
47456,211,178,143,3
47457,204,171,136,3
47458,201,169,131,3
47459,195,163,125,3
47460,183,151,113,3
47461,177,145,107,3
47462,186,154,115,3
47463,195,163,124,3
47464,199,167,128,3
47465,193,161,122,3
47466,1,1,1,3
47467,1,1,1,3
47468,1,1,1,3
47469,1,1,3,3
47470,3,3,5,3
47471,1,3,2,3
47472,3,3,5,3
47473,1,3,2,3
47474,5,5,7,3
47475,10,9,14,3
47476,2,1,7,3
47477,1,1,3,3
47478,18,13,7,3
47479,164,144,119,3
47480,158,134,106,3
47481,173,150,119,3
47482,181,156,126,3
47483,169,142,112,3
47484,147,121,88,3
47485,138,109,75,3
47486,159,129,93,3
47487,177,145,107,3
47488,183,151,112,3
47489,181,148,107,3
47490,200,165,125,3
47491,197,160,118,3
47492,188,151,107,3
47493,205,166,123,3
47494,186,149,107,3
47495,149,114,76,3
47496,149,113,77,3
47497,151,115,79,3
47498,158,122,86,3
47499,161,125,89,3
47500,152,116,80,3
47501,131,95,59,3
47502,112,76,40,3
47503,114,76,40,3
47504,149,113,77,3
47505,174,138,102,3
47506,180,144,108,3
47507,188,150,114,3
47508,190,152,116,3
47509,183,145,109,3
47510,176,138,102,3
47511,181,141,106,3
47512,212,172,136,3
47513,217,177,141,3
47514,201,162,123,3
47515,192,153,112,3
47516,175,136,93,3
47517,156,118,73,3
47518,157,119,74,3
47519,153,115,70,3
47520,131,93,48,3
47521,135,97,52,3
47522,166,128,83,3
47523,182,143,100,3
47524,176,137,94,3
47525,178,139,98,3
47526,189,150,109,3
47527,205,166,127,3
47528,195,156,117,3
47529,150,111,72,3
47530,118,79,40,3
47531,144,105,66,3
47532,185,146,107,3
47533,202,163,124,3
47534,206,167,128,3
47535,192,153,114,3
47536,183,144,105,3
47537,184,145,106,3
47538,193,154,115,3
47539,198,159,120,3
47540,203,164,125,3
47541,204,165,126,3
47542,197,158,119,3
47543,196,158,121,3
47544,188,150,113,3
47545,208,170,133,3
47546,216,178,141,3
47547,177,139,102,3
47548,152,114,77,3
47549,172,137,99,3
47550,198,163,125,3
47551,173,138,100,3
47552,190,155,117,3
47553,203,169,131,3
47554,194,160,122,3
47555,182,148,110,3
47556,193,159,121,3
47557,206,172,134,3
47558,204,170,132,3
47559,190,156,119,3
47560,189,155,118,3
47561,182,148,111,3
47562,177,143,106,3
47563,172,138,101,3
47564,164,130,93,3
47565,168,134,97,3
47566,186,152,115,3
47567,203,169,132,3
47568,181,147,110,3
47569,192,158,121,3
47570,199,165,128,3
47571,207,173,136,3
47572,232,198,161,3
47573,236,202,165,3
47574,223,191,153,3
47575,207,175,137,3
47576,205,175,137,3
47577,217,185,147,3
47578,236,204,166,3
47579,245,213,175,3
47580,238,206,168,3
47581,227,193,156,3
47582,221,187,150,3
47583,211,177,140,3
47584,186,152,115,3
47585,192,156,120,3
47586,192,156,120,3
47587,196,160,124,3
47588,209,173,137,3
47589,191,153,117,3
47590,166,128,92,3
47591,168,133,95,3
47592,179,144,106,3
47593,176,141,103,3
47594,179,144,106,3
47595,206,171,133,3
47596,226,191,153,3
47597,221,186,148,3
47598,212,177,139,3
47599,199,164,126,3
47600,210,175,137,3
47601,213,178,140,3
47602,202,167,129,3
47603,198,163,125,3
47604,214,179,141,3
47605,221,186,148,3
47606,211,176,136,3
47607,189,157,110,3
47608,192,160,109,3
47609,202,170,119,3
47610,210,179,125,3
47611,216,185,130,3
47612,222,191,134,3
47613,211,180,123,3
47614,186,155,98,3
47615,187,156,101,3
47616,179,148,94,3
47617,179,147,98,3
47618,196,163,118,3
47619,212,179,138,3
47620,206,172,134,3
47621,190,156,121,3
47622,183,149,114,3
47623,161,127,90,3
47624,162,128,91,3
47625,158,124,87,3
47626,165,131,94,3
47627,186,152,115,3
47628,195,161,124,3
47629,185,151,116,3
47630,177,143,108,3
47631,129,94,62,3
47632,135,100,68,3
