CASO,R,G,B,CLASE 
21212,86,98,16,2
21213,106,115,34,2
21214,105,114,31,2
21215,87,96,15,2
21216,77,85,2,2
21217,94,98,13,2
21218,111,117,31,2
21219,109,118,35,2
21220,105,118,39,2
21221,100,113,41,2
21222,64,79,10,2
21223,66,72,12,2
21224,67,68,8,2
21225,69,69,5,2
21226,77,78,8,2
21227,85,88,11,2
21228,86,91,7,2
21229,81,90,1,2
21230,104,121,27,2
21231,101,121,24,2
21232,86,106,7,2
21233,104,125,24,2
21234,93,114,11,2
21235,98,119,16,2
21236,110,131,30,2
21237,123,143,44,2
21238,115,135,40,2
21239,84,101,9,2
21240,81,94,2,2
21241,126,140,43,2
21242,144,156,54,2
21243,134,145,40,2
21244,129,137,34,2
21245,116,122,24,2
21246,115,123,24,2
21247,108,116,13,2
21248,125,134,25,2
21249,161,174,60,2
21250,163,177,56,2
21251,136,152,28,2
21252,123,142,16,2
21253,109,129,6,2
21254,130,150,39,2
21255,164,182,82,2
21256,88,107,17,2
21257,65,83,1,2
21258,79,97,21,2
21259,84,102,28,2
21260,72,91,12,2
21261,64,83,1,2
21262,66,86,1,2
21263,77,99,14,2
21264,89,111,26,2
21265,83,106,18,2
21266,76,100,12,2
21267,71,95,9,2
21268,65,89,5,2
21269,81,104,22,2
21270,76,99,17,2
21271,61,84,4,2
21272,61,86,3,2
21273,72,97,14,2
21274,92,117,34,2
21275,77,102,18,2
21276,71,97,10,2
21277,84,110,21,2
21278,72,98,7,2
21279,67,94,1,2
21280,79,106,9,2
21281,116,143,46,2
21282,119,147,47,2
21283,112,140,40,2
21284,126,152,51,2
21285,127,153,46,2
21286,99,122,14,2
21287,101,125,15,2
21288,100,124,12,2
21289,104,129,12,2
21290,119,143,21,2
21291,154,181,40,2
21292,139,166,23,2
21293,138,165,24,2
21294,148,172,36,2
21295,113,136,2,2
21296,107,129,2,2
21297,127,150,20,2
21298,118,144,8,2
21299,116,142,6,2
21300,138,164,28,2
21301,146,172,36,2
21302,150,176,40,2
21303,137,163,28,2
21304,124,150,17,2
21305,108,131,14,2
21306,114,137,23,2
21307,100,122,11,2
21308,95,117,8,2
21309,94,117,9,2
21310,112,136,26,2
21311,110,134,22,2
21312,94,119,2,2
21313,97,122,4,2
21314,100,125,7,2
21315,102,127,10,2
21316,118,142,28,2
21317,143,167,53,2
21318,125,149,35,2
21319,101,126,8,2
21320,116,142,17,2
21321,124,151,22,2
21322,120,148,12,2
21323,134,163,21,2
21324,135,165,15,2
21325,139,170,15,2
21326,142,171,19,2
21327,145,173,26,2
21328,162,187,44,2
21329,160,183,49,2
21330,160,180,57,2
21331,202,221,106,2
21332,158,175,71,2
21333,109,125,27,2
21334,150,167,73,2
21335,200,217,123,2
21336,194,214,119,2
21337,147,167,68,2
21338,129,152,46,2
21339,139,162,54,2
21340,139,161,50,2
21341,136,159,45,2
21342,142,165,51,2
21343,153,176,62,2
21344,152,175,61,2
21345,158,181,67,2
21346,158,180,69,2
21347,154,173,66,2
21348,148,166,66,2
21349,182,199,105,2
21350,159,174,89,2
21351,165,179,102,2
21352,213,224,155,2
21353,164,174,113,2
21354,179,188,131,2
21355,202,210,161,2
21356,202,210,169,2
21357,220,227,193,2
21358,183,190,157,2
21359,209,215,187,2
21360,21,23,9,2
21361,10,7,14,2
21362,11,8,17,2
21363,135,142,90,2
21364,53,60,6,2
21365,71,79,22,2
21366,66,74,14,2
21367,68,74,10,2
21368,71,76,9,2
21369,68,74,4,2
21370,98,101,30,2
21371,125,126,56,2
21372,114,115,45,2
21373,103,102,37,2
21374,81,80,16,2
21375,82,78,17,2
21376,97,92,36,2
21377,96,89,35,2
21378,98,89,34,2
21379,96,87,22,2
21380,101,92,23,2
21381,104,95,26,2
21382,99,90,21,2
21383,101,92,25,2
21384,112,103,36,2
21385,104,95,28,2
21386,76,69,1,2
21387,105,96,31,2
21388,127,118,53,2
21389,87,77,15,2
21390,90,80,18,2
21391,102,94,32,2
21392,91,83,21,2
21393,91,83,21,2
21394,115,106,47,2
21395,101,90,34,2
21396,102,92,33,2
21397,111,100,36,2
21398,94,86,14,2
21399,93,86,8,2
21400,99,92,11,2
21401,103,97,13,2
21402,150,144,60,2
21403,141,134,54,2
21404,97,91,15,2
21405,86,80,6,2
21406,95,91,18,2
21407,88,85,14,2
21408,83,83,9,2
21409,87,87,13,2
21410,83,83,9,2
21411,89,86,17,2
21412,138,135,68,2
21413,126,123,56,2
21414,88,88,18,2
21415,85,86,16,2
21416,89,92,21,2
21417,87,93,21,2
21418,81,89,14,2
21419,90,98,23,2
21420,78,89,11,2
21421,80,88,11,2
21422,93,102,23,2
21423,101,110,31,2
21424,97,104,24,2
21425,85,92,12,2
21426,78,83,1,2
21427,105,109,22,2
21428,118,124,36,2
21429,100,110,24,2
21430,92,105,26,2
21431,104,117,47,2
21432,75,90,25,2
21433,49,60,4,2
21434,67,72,18,2
21435,66,69,14,2
21436,65,66,6,2
21437,67,69,3,2
21438,75,79,3,2
21439,81,89,6,2
21440,99,116,24,2
21441,89,109,14,2
21442,79,99,2,2
21443,91,111,12,2
21444,82,103,2,2
21445,86,107,4,2
21446,106,127,26,2
21447,116,134,35,2
21448,132,149,53,2
21449,107,122,29,2
21450,78,91,1,2
21451,85,96,4,2
21452,120,132,34,2
21453,134,145,43,2
21454,118,127,22,2
21455,98,107,2,2
21456,103,109,11,2
21457,100,106,8,2
21458,97,104,1,2
21459,116,125,18,2
21460,146,156,43,2
21461,142,155,37,2
21462,125,141,17,2
21463,128,144,20,2
21464,121,139,19,2
21465,98,117,1,2
21466,119,138,31,2
21467,138,156,57,2
21468,84,103,14,2
21469,64,82,8,2
21470,70,87,16,2
21471,81,99,25,2
21472,71,89,13,2
21473,61,80,1,2
21474,64,83,4,2
21475,77,98,19,2
21476,83,105,23,2
21477,70,92,10,2
21478,76,100,16,2
21479,73,96,14,2
21480,61,84,2,2
21481,71,94,14,2
21482,86,109,29,2
21483,81,104,24,2
21484,68,91,11,2
21485,61,86,3,2
21486,67,92,9,2
21487,82,107,24,2
21488,78,103,19,2
21489,67,92,8,2
21490,69,95,8,2
21491,75,101,12,2
21492,67,93,4,2
21493,74,100,9,2
21494,85,112,19,2
21495,101,128,35,2
21496,109,136,41,2
21497,104,131,36,2
21498,103,130,35,2
21499,115,141,42,2
21500,153,176,72,2
21501,128,151,45,2
21502,94,117,11,2
21503,111,134,26,2
21504,101,125,15,2
21505,97,122,5,2
21506,110,134,12,2
21507,155,182,41,2
21508,142,169,26,2
21509,138,165,24,2
21510,142,166,30,2
21511,119,141,14,2
21512,126,152,17,2
21513,124,150,14,2
21514,138,164,28,2
21515,141,167,32,2
21516,143,169,34,2
21517,126,152,19,2
21518,108,133,3,2
21519,122,145,29,2
21520,121,143,32,2
21521,99,121,12,2
21522,94,116,8,2
21523,99,122,14,2
21524,108,132,22,2
21525,96,120,8,2
21526,109,134,16,2
21527,106,131,13,2
21528,95,120,3,2
21529,108,132,18,2
21530,136,160,46,2
21531,127,152,35,2
21532,105,130,10,2
21533,112,138,11,2
21534,120,147,14,2
21535,122,150,13,2
21536,133,163,17,2
21537,137,168,13,2
21538,137,169,10,2
21539,139,169,11,2
21540,152,181,27,2
21541,176,202,53,2
21542,161,186,43,2
21543,150,172,38,2
21544,196,216,91,2
21545,171,190,75,2
21546,120,138,28,2
21547,129,148,41,2
21548,159,178,71,2
21549,173,195,86,2
21550,142,165,51,2
21551,104,129,11,2
21552,129,155,32,2
21553,131,155,31,2
21554,135,160,33,2
21555,144,169,42,2
21556,158,183,56,2
21557,145,170,43,2
21558,146,171,44,2
21559,144,166,42,2
21560,143,164,45,2
21561,155,175,62,2
21562,188,207,100,2
21563,170,188,88,2
21564,177,194,102,2
21565,174,187,105,2
21566,125,138,59,2
21567,149,161,89,2
21568,177,187,124,2
21569,219,229,176,2
21570,211,220,173,2
21571,191,200,155,2
21572,153,161,120,2
21573,190,194,169,2
21574,184,187,168,2
21575,189,191,178,2
21576,6,5,3,2
21577,14,11,22,2
21578,6,3,12,2
21579,1,1,3,2
21580,1,1,1,2
21581,1,1,3,2
21582,1,1,1,2
21583,1,1,1,2
21584,1,1,1,2
21585,1,1,1,2
21586,1,1,1,2
21587,131,136,82,2
21588,53,58,4,2
21589,81,86,30,2
21590,73,79,19,2
21591,64,68,7,2
21592,70,75,9,2
21593,70,72,6,2
21594,84,85,17,2
21595,111,112,42,2
21596,108,108,38,2
21597,104,100,36,2
21598,85,81,18,2
21599,86,80,20,2
21600,95,88,33,2
21601,89,79,26,2
21602,91,82,25,2
21603,92,83,18,2
21604,86,76,7,2
21605,99,88,22,2
21606,118,107,41,2
21607,119,108,42,2
21608,108,97,31,2
21609,99,88,24,2
21610,92,83,18,2
21611,114,103,39,2
21612,119,108,44,2
21613,80,69,7,2
21614,102,91,29,2
21615,108,97,35,2
21616,93,82,20,2
21617,86,75,13,2
21618,84,72,12,2
21619,94,81,26,2
21620,99,87,29,2
21621,121,107,44,2
21622,106,96,25,2
21623,96,87,10,2
21624,95,87,6,2
21625,103,95,12,2
21626,154,147,66,2
21627,144,137,57,2
21628,88,82,6,2
21629,88,82,8,2
21630,106,102,29,2
21631,88,84,11,2
21632,86,84,10,2
21633,105,103,28,2
21634,97,95,21,2
21635,126,121,53,2
21636,171,166,102,2
21637,181,176,112,2
21638,128,125,58,2
21639,92,91,24,2
21640,91,92,22,2
21641,85,88,17,2
21642,83,89,15,2
21643,89,95,21,2
21644,71,79,2,2
21645,80,87,10,2
21646,98,105,28,2
21647,94,101,24,2
21648,87,91,14,2
21649,86,90,13,2
21650,82,87,5,2
21651,105,110,20,2
21652,120,125,33,2
21653,92,102,16,2
21654,82,95,16,2
21655,105,121,50,2
21656,82,98,35,2
21657,52,62,10,2
21658,61,67,19,2
21659,65,67,17,2
21660,65,66,9,2
21661,67,69,6,2
21662,79,82,11,2
21663,87,94,14,2
21664,78,88,1,2
21665,86,102,13,2
21666,74,93,1,2
21667,103,121,21,2
21668,101,117,19,2
21669,127,142,47,2
21670,129,142,50,2
21671,115,126,34,2
21672,99,108,15,2
21673,105,115,18,2
21674,114,122,21,2
21675,106,115,10,2
21676,103,108,8,2
21677,110,119,12,2
21678,128,138,25,2
21679,124,137,19,2
21680,125,141,19,2
21681,143,159,37,2
21682,121,139,21,2
21683,115,134,19,2
21684,124,143,38,2
21685,112,129,33,2
21686,83,101,15,2
21687,63,80,9,2
21688,65,82,12,2
21689,74,94,22,2
21690,70,90,18,2
21691,61,81,9,2
21692,61,82,7,2
21693,72,93,18,2
21694,73,94,17,2
21695,59,80,3,2
21696,68,89,12,2
21697,83,104,27,2
21698,79,102,24,2
21699,69,92,14,2
21700,77,100,22,2
21701,86,109,31,2
21702,80,103,25,2
21703,70,93,15,2
21704,61,84,4,2
21705,62,85,3,2
21706,80,103,21,2
21707,87,111,27,2
21708,72,96,12,2
21709,63,87,3,2
21710,74,98,12,2
21711,71,95,9,2
21712,80,104,16,2
21713,104,128,40,2
21714,110,135,44,2
21715,85,110,19,2
21716,68,93,2,2
21717,72,97,6,2
21718,76,101,7,2
21719,138,160,60,2
21720,136,157,54,2
21721,107,128,25,2
21722,132,153,48,2
21723,116,138,29,2
21724,95,118,2,2
21725,155,179,39,2
21726,145,170,27,2
21727,141,165,25,2
21728,138,161,27,2
21729,106,128,1,2
21730,105,127,3,2
21731,120,142,16,2
21732,123,149,16,2
21733,117,143,7,2
21734,135,161,26,2
21735,135,161,26,2
21736,125,151,18,2
21737,129,154,24,2
21738,118,143,15,2
21739,103,128,1,2
21740,100,124,2,2
21741,102,125,9,2
21742,125,148,34,2
21743,115,137,28,2
21744,88,110,2,2
21745,87,109,1,2
21746,85,106,1,2
21747,96,119,13,2
21748,107,130,22,2
21749,97,121,11,2
21750,99,124,7,2
21751,119,144,27,2
21752,111,136,19,2
21753,92,116,2,2
21754,93,117,3,2
21755,122,146,32,2
21756,127,152,35,2
21757,109,134,14,2
21758,107,133,6,2
21759,119,146,13,2
21760,129,158,18,2
21761,136,166,18,2
21762,144,175,19,2
21763,130,162,1,2
21764,140,170,10,2
21765,156,186,28,2
21766,166,192,39,2
21767,157,183,34,2
21768,149,172,32,2
21769,168,189,58,2
21770,152,172,47,2
21771,144,163,45,2
21772,129,150,33,2
21773,153,174,57,2
21774,158,182,60,2
21775,148,173,46,2
21776,107,134,3,2
21777,112,140,4,2
21778,133,159,24,2
21779,142,168,32,2
21780,149,175,39,2
21781,157,183,47,2
21782,130,154,18,2
21783,130,153,19,2
21784,133,156,24,2
21785,146,169,39,2
21786,150,172,48,2
21787,188,209,92,2
21788,150,168,58,2
21789,152,169,65,2
21790,140,155,60,2
21791,112,126,38,2
21792,136,150,65,2
21793,186,198,122,2
21794,202,214,148,2
21795,185,196,136,2
21796,177,188,130,2
21797,176,187,131,2
21798,219,229,179,2
21799,211,220,177,2
21800,178,184,148,2
21801,162,167,137,2
21802,188,192,169,2
21803,7,6,4,2
21804,10,8,13,2
21805,13,10,19,2
21806,1,1,1,2
21807,1,1,1,2
21808,1,1,1,2
21809,1,1,1,2
21810,130,135,81,2
21811,54,59,3,2
21812,89,94,36,2
21813,82,86,27,2
21814,64,68,7,2
21815,75,77,12,2
21816,74,75,9,2
21817,77,76,9,2
21818,91,90,23,2
21819,87,84,17,2
21820,96,92,28,2
21821,100,94,32,2
21822,97,91,31,2
21823,86,77,20,2
21824,81,72,17,2
21825,111,100,44,2
21826,100,89,25,2
21827,98,88,19,2
21828,104,93,27,2
21829,111,100,34,2
21830,115,104,38,2
21831,124,113,47,2
21832,126,115,51,2
21833,117,106,42,2
21834,119,108,44,2
21835,116,102,39,2
21836,79,65,4,2
21837,109,93,33,2
21838,99,83,23,2
21839,84,68,8,2
21840,91,75,15,2
21841,93,77,18,2
21842,91,74,20,2
21843,102,87,30,2
21844,136,122,59,2
21845,133,120,50,2
21846,118,106,32,2
21847,104,95,16,2
21848,100,92,11,2
21849,144,136,55,2
21850,131,124,46,2
21851,90,84,10,2
21852,120,113,41,2
21853,91,84,12,2
21854,86,82,8,2
21855,108,105,28,2
21856,95,91,17,2
21857,103,95,30,2
21858,140,132,69,2
21859,180,172,109,2
21860,136,131,67,2
21861,87,84,17,2
21862,94,93,26,2
21863,100,101,31,2
21864,105,108,37,2
21865,79,82,11,2
21866,80,84,10,2
21867,105,109,33,2
21868,92,96,20,2
21869,80,84,8,2
21870,87,90,13,2
21871,86,89,8,2
21872,101,104,13,2
21873,117,122,30,2
21874,88,96,10,2
21875,77,90,10,2
21876,106,121,52,2
21877,85,101,39,2
21878,45,58,4,2
21879,54,64,14,2
21880,58,64,18,2
21881,64,66,19,2
21882,65,65,13,2
21883,67,68,8,2
21884,81,87,17,2
21885,94,103,24,2
21886,87,97,11,2
21887,79,95,7,2
21888,74,93,1,2
21889,78,98,1,2
21890,86,104,4,2
21891,109,125,26,2
21892,98,112,15,2
21893,102,116,21,2
21894,124,135,43,2
21895,126,135,44,2
21896,115,122,29,2
21897,118,125,29,2
21898,125,131,31,2
21899,112,119,15,2
21900,111,116,16,2
21901,99,104,2,2
21902,124,131,25,2
21903,135,143,32,2
21904,123,133,18,2
21905,120,133,15,2
21906,135,150,31,2
21907,112,129,14,2
21908,128,146,34,2
21909,137,154,52,2
21910,105,122,28,2
21911,92,110,26,2
21912,73,89,14,2
21913,76,93,23,2
21914,73,90,22,2
21915,62,82,13,2
21916,65,85,16,2
21917,59,79,10,2
21918,59,79,10,2
21919,67,87,16,2
21920,67,87,16,2
21921,57,77,5,2
21922,54,74,2,2
21923,74,94,22,2
21924,86,106,34,2
21925,81,103,30,2
21926,71,93,20,2
21927,76,98,25,2
21928,79,101,28,2
21929,71,93,20,2
21930,63,85,10,2
21931,62,85,5,2
21932,81,104,22,2
21933,96,119,37,2
21934,74,98,14,2
21935,76,100,16,2
21936,93,117,33,2
21937,73,97,11,2
21938,77,101,15,2
21939,81,105,19,2
21940,65,89,3,2
21941,65,89,1,2
21942,71,95,9,2
21943,111,131,36,2
21944,124,144,45,2
21945,102,120,20,2
21946,132,153,50,2
21947,117,136,28,2
21948,123,147,11,2
21949,161,185,45,2
21950,148,173,30,2
21951,143,167,29,2
21952,136,159,27,2
21953,105,127,1,2
21954,106,127,8,2
21955,115,136,15,2
21956,107,132,2,2
21957,115,141,6,2
21958,141,167,34,2
21959,133,159,26,2
21960,117,142,12,2
21961,127,152,25,2
21962,128,152,28,2
21963,120,144,22,2
21964,105,128,11,2
21965,99,122,6,2
21966,100,123,9,2
21967,115,137,28,2
21968,98,120,12,2
21969,84,105,2,2
21970,102,125,19,2
21971,122,145,39,2
21972,118,142,32,2
21973,99,123,11,2
21974,106,130,16,2
21975,119,143,29,2
21976,108,132,20,2
21977,105,129,17,2
21978,119,143,29,2
21979,106,131,13,2
21980,114,141,8,2
21981,130,159,19,2
21982,135,165,19,2
21983,148,179,24,2
21984,140,170,12,2
21985,155,185,27,2
21986,146,173,18,2
21987,150,176,25,2
21988,149,172,30,2
21989,139,161,26,2
21990,151,172,43,2
21991,138,158,33,2
21992,136,158,34,2
21993,142,164,40,2
21994,141,166,38,2
21995,125,153,16,2
21996,119,148,6,2
21997,140,167,26,2
21998,150,177,36,2
21999,151,178,37,2
22000,150,177,36,2
22001,126,150,14,2
22002,152,175,41,2
22003,174,196,69,2
22004,159,181,57,2
22005,156,175,59,2
22006,124,142,32,2
22007,90,107,3,2
22008,120,136,38,2
22009,147,162,69,2
22010,173,187,100,2
22011,175,189,110,2
22012,181,195,120,2
22013,173,186,116,2
22014,156,169,100,2
22015,206,218,156,2
22016,193,204,146,2
22017,171,179,130,2
22018,164,171,129,2
22019,185,191,157,2
22020,209,213,188,2
22021,8,7,5,2
22022,5,3,6,2
22023,4,3,9,2
22024,1,1,1,2
22025,1,1,1,2
22026,1,1,1,2
22027,1,1,1,2
22028,153,156,101,2
22029,76,79,24,2
22030,95,98,41,2
22031,76,77,19,2
22032,73,73,9,2
22033,89,90,24,2
22034,81,80,13,2
22035,100,97,30,2
22036,104,99,33,2
22037,85,80,16,2
22038,90,79,23,2
22039,118,107,53,2
22040,109,98,42,2
22041,110,99,35,2
22042,104,93,27,2
22043,102,91,25,2
22044,95,84,18,2
22045,112,98,33,2
22046,138,124,59,2
22047,133,119,56,2
22048,125,111,48,2
22049,108,94,31,2
22050,80,64,2,2
22051,79,63,1,2
22052,94,76,14,2
22053,103,84,25,2
22054,97,78,19,2
22055,85,66,7,2
22056,98,79,21,2
22057,118,99,43,2
22058,95,78,22,2
22059,114,98,36,2
22060,138,125,55,2
22061,133,121,47,2
22062,103,92,13,2
22063,90,82,1,2
22064,120,112,31,2
22065,107,100,22,2
22066,98,91,19,2
22067,136,130,56,2
22068,136,130,56,2
22069,110,104,28,2
22070,97,91,17,2
22071,103,94,29,2
22072,90,80,19,2
22073,78,68,6,2
22074,98,90,27,2
22075,116,111,45,2
22076,91,88,21,2
22077,78,77,10,2
22078,108,109,39,2
22079,99,101,28,2
22080,115,117,44,2
22081,93,95,20,2
22082,86,88,13,2
22083,88,88,14,2
22084,91,92,12,2
22085,111,114,23,2
22086,109,114,22,2
22087,82,90,4,2
22088,94,105,26,2
22089,98,111,42,2
22090,82,96,35,2
22091,43,53,1,2
22092,48,56,9,2
22093,43,49,5,2
22094,62,64,17,2
22095,72,72,20,2
22096,60,61,3,2
22097,77,82,15,2
22098,105,113,36,2
22099,92,101,18,2
22100,73,88,5,2
22101,73,89,1,2
22102,77,94,2,2
22103,106,121,26,2
22104,88,104,6,2
22105,95,109,12,2
22106,117,128,32,2
22107,101,110,17,2
22108,107,113,23,2
22109,117,123,33,2
22110,106,111,19,2
22111,120,126,30,2
22112,139,144,44,2
22113,114,119,17,2
22114,107,112,10,2
22115,98,100,3,2
22116,109,114,14,2
22117,138,145,41,2
22118,146,154,45,2
22119,114,124,11,2
22120,126,139,23,2
22121,109,124,7,2
22122,110,127,13,2
22123,134,152,42,2
22124,130,146,47,2
22125,95,112,20,2
22126,74,92,8,2
22127,76,92,17,2
22128,79,96,26,2
22129,81,97,32,2
22130,56,75,9,2
22131,48,69,2,2
22132,49,70,3,2
22133,59,80,13,2
22134,66,87,20,2
22135,64,85,18,2
22136,61,80,14,2
22137,60,79,13,2
22138,78,98,29,2
22139,83,103,34,2
22140,74,94,25,2
22141,63,83,14,2
22142,62,82,11,2
22143,64,84,13,2
22144,63,83,12,2
22145,66,86,14,2
22146,59,80,3,2
22147,77,98,19,2
22148,69,90,11,2
22149,95,116,37,2
22150,85,107,25,2
22151,69,91,9,2
22152,68,90,8,2
22153,73,95,12,2
22154,71,93,10,2
22155,70,92,9,2
22156,70,92,9,2
22157,68,88,1,2
22158,115,132,40,2
22159,105,122,28,2
22160,85,100,5,2
22161,121,139,39,2
22162,101,118,12,2
22163,135,156,27,2
22164,153,175,40,2
22165,160,183,43,2
22166,159,183,43,2
22167,141,165,27,2
22168,115,138,8,2
22169,106,127,10,2
22170,119,140,23,2
22171,108,133,5,2
22172,111,137,4,2
22173,128,153,23,2
22174,142,167,39,2
22175,129,154,27,2
22176,107,131,9,2
22177,112,136,16,2
22178,134,157,40,2
22179,104,127,13,2
22180,98,120,11,2
22181,94,115,10,2
22182,103,124,21,2
22183,84,105,2,2
22184,84,105,4,2
22185,110,133,29,2
22186,115,138,32,2
22187,117,140,32,2
